001,vehicles,001,Car,0001,Sedan,Pcs,10001001001
001,vehicles,001,Car,0002,SUV,Pcs,10001001002
001,vehicles,002,Bus ,0001,12 seaters,Pcs,10001002001
001,vehicles,002,Bus ,0002,27 seaters,Pcs,10001002002
,,,,,,,
,,,,,,,
002,Furniture,001,Bed frame,0001,Metal size :Single,Pcs,10002001001
002,Furniture,001,Bed frame,0002,Metal size :Double,Pcs,10002001002
,,,,,,,
002,Furniture,002,Matress,0001,Single,Pcs,10002002001
002,Furniture,002,Matress,0002,Double,Pcs,10002002002
,,,,,,,
002,Furniture,003,Pillow,0001,Standard,Pcs,10002003001
,,,,,,,
002,Furniture,004,Cabinet,0001,Metal -4 drawer,Pcs,10002004001
002,Furniture,004,Cabinet,0002,Wooden,Pcs,10002004002
002,Furniture,004,Cabinet,0003,Metal-Double door,Pcs,10002004003
002,Furniture,004,Cabinet,0004,Metal-Double door (Accomodation),Pcs,10002004004
002,Furniture,004,Cabinet,0005,Metal -3 drawer,Pcs,10002004005
002,Furniture,004,Cabinet,0006,File cabinet-Erik 70341005,Pcs,10002004006
,,,,,,,
002,Furniture,005,Chairs,0001,Visitor chairs,Pcs,10002005001
002,Furniture,005,Chairs,0002,Mobile chairs,Pcs,10002005002
002,Furniture,005,Chairs,0003,Folding chair- GUNDE BLACK,Pcs,10002005003
002,Furniture,005,Chairs,0004,Chair- RENBERGET SWIV CHR BOMSTAD BLACK,Pcs,10002005004
002,Furniture,005,Chairs,0005,Chair-Black color,Pcs,10002005005
,,,,,,,
002,Furniture,006,Desk,0001,Wooden desk L-shape ,Pcs,10002006001
002,Furniture,006,Desk,0002,Wooden desk ,Pcs,10002006002
,,,,,,,
002,Furniture,007,Table,0001,White Table-THYGE ,Pcs,10002007001
002,Furniture,007,Table,0002,Grey Table - BEKANT,Pcs,10002007002
002,Furniture,007,Table,0003,Table-Plastic,Pcs,10002007003
,,,,,,,
002,Furniture,008,Sofa,0001,Leather sofa single,Pcs,10002008001
002,Furniture,008,Sofa,0002,Leather sofa double,Pcs,10002008002
,,,,,,,
002,Furniture,009,Shelves,0001,Wooden shelves size :,Pcs,10002009001
002,Furniture,009,Shelves,0002,Wooden shelves size :,Pcs,10002009002
,,,,,,,
002,Furniture,010,Bedsheet,0001,Single,Pcs,10002010001
002,Furniture,010,Bedsheet,0002,Double,Pcs,10002010002
,,,,,,,
002,Furniture,011,Blanket,0001,Single,Pcs,10002011001
,,,,,,,
002,Furniture,012,Towel,0001,Bath towel,Pcs,10002012001
002,Furniture,012,Towel,0002,Hand towel,Pcs,10002012002
,,,,,,,
002,Furniture,013,Partition,0001,Partition stand,Pcs,10002013001
,,,,,,,
002,Furniture,014,Podium,0001,Podium,Pcs,10002014001
002,Furniture,014,Podium,0002,Sticker,Pcs,10002014002
,,,,,,,
002,Furniture,015,Shoe rack,0001,Shoe rack,Pcs,10002015001
,,,,,,,
002,Furniture,016,Shelf,0001,Open shelf rack,Pcs,10002016001
,,,,,,,
002,Furniture,017,Caddy,0001,Caddy,Pcs,10002017001
,,,,,,,
002,Furniture,018,Mat for floor,0001,Floor mat- Rubber,Pcs,10002018001
002,Furniture,018,Mat for floor,0002,Floor mat- Plastic,Pcs,10002018002
002,Furniture,018,Mat for floor,0003,Floor mat- roll,Pcs,10002018003
,,,,,,,
002,Furniture,019,Iron stand,0001,Iron stand,Pcs,10002019001
,,,,,,,
002,Furniture,020,Glass,0001,Glass,Pcs,10002020001
,,,,,,,
002,Furniture,021,Door handle w/lock,0001,Door handle w/lock,Pcs,10002021001
,,,,,,,
002,Furniture,022,Cupboard lock,0001,Lock,Pcs,10002022001
,,,,,,,
002,Furniture,023,Curtain,0001,Window curtain,Pcs,10002023001
,,,,,,,
002,Furniture,024,Clips,0001,Wall clips for curtain,Pcs,10002024001
,,,,,,,
002,Furniture,025,Pipe,0001,White rods for curtain,Pcs,10002025001
,,,,,,,
002,Furniture,026,Screw,0001,Screw,Pcs,10002026001
,,,,,,,
003,Electronics,001,Desktop,0001,Desktop CPU-HP,Set,10003001001
,,,,,,,
003,Electronics,002,Printer,0001,Black and white ,Pcs,10003002001
003,Electronics,002,Printer,0002,Colored,Pcs,10003002002
003,Electronics,002,Printer,0003,Label printer,Pcs,10003002003
,,,,,,,
,,,,,,,
003,Electronics,003,Photocopy machine,0001,RICOH Photo copy machine Aficio MP C3502,Pcs,10003003001
,,,,,,,
,,,,,,,
,,,,,,,
003,Electronics,004,Multifunction device(Copier/printer/scanner),0001,Black and white ,Pcs,10003004001
003,Electronics,004,Multifunction device(Copier/printer/scanner),0002,Colored,Pcs,10003004002
,,,,,,,
003,Electronics,005,Laptop,0001,"11""inch",Pcs,10003005001
003,Electronics,005,Laptop,0002,"12""inch",Pcs,10003005002
003,Electronics,005,Laptop,0003,"13""inch",Pcs,10003005003
003,Electronics,005,Laptop,0004,"14""inch",Pcs,10003005004
,,,,,,,
003,Electronics,006,Monitor,0001,"19"" inch",Pcs,10003006001
003,Electronics,006,Monitor,0002,"21"" inch",Pcs,10003006002
003,Electronics,006,Monitor,0003,"27"" inch",Pcs,10003006003
